ID,Repeat,Init,Fin,Length (s),Song Name,Link,Comments,Singer,Language,Gender
TXgu7FQ4zD4,0,0,1.04,64,5 Seconds of Summer - Jet Black Heart Cover,youtube.com/watch?v=TXgu7FQ4zD4,,JoyfulLuisa,English,Female
trEy1of35gA,0,0,0.45,45,Winter Things (Ariana Grande),youtube.com/watch?v=trEy1of35gA,,JoyfulLuisa,English,Female
qBHK_Z4K8AU,0,0,0.43,43,Olly Murs - Back Around Cover,youtube.com/watch?v=qBHK_Z4K8AU,,JoyfulLuisa,English,Female
jfiDPCjpd-s,0,0,1.06,66,Ariana Grande - Side To Side ft. Nicki Minaj Cover,youtube.com/watch?v=jfiDPCjpd-s,,JoyfulLuisa,English,Female
ivYF9Mra0vs,0,0,1.34,94,Pentatonix - Hallelujah Cover,youtube.com/watch?v=ivYF9Mra0vs,,JoyfulLuisa,English,Female
Lg3zIKM7jCw,0,0,1.07,67,Sia - Unstoppable Cover,youtube.com/watch?v=Lg3zIKM7jCw,,JoyfulLuisa,English,Female
R0U5OnRuLo8,0,0,0.57,57,Tell Me You Love Me (Demi Lovato),youtube.com/watch?v=R0U5OnRuLo8,,JoyfulLuisa,English,Female
Tvx8rrVBWsc,0,0,0.58,58,Sorry (Justin Bieber),youtube.com/watch?v=Tvx8rrVBWsc,,JoyfulLuisa,English,Female
JyfFTedOM7M,0,0,0.51,51,Daniel Skye - No Party Cover,youtube.com/watch?v=JyfFTedOM7M,,JoyfulLuisa,English,Female
B1V1TZIrBgE,0,0,1,60,Justin Bieber & Selena Gomez - Strong Acapella Cover,youtube.com/watch?v=B1V1TZIrBgE,,JoyfulLuisa,English,Female
FkGVsj8hzL8,0,0,0.36,36,"DJ Khaled - I'm the One ft. Justin Bieber, Quavo, Chance the Rapper, Lil Wayne Cover",youtube.com/watch?v=FkGVsj8hzL8,,JoyfulLuisa,English,Female
6Y6OcKrqi6s,0,0,1.26,86,Silent Night (Demi Lovato),youtube.com/watch?v=6Y6OcKrqi6s,,JoyfulLuisa,English,Female
4V3V9ho0BBo,0,0,1.23,83,Michael Bublé - Someday Ft. Meghan Trainor Cover,youtube.com/watch?v=4V3V9ho0BBo,,JoyfulLuisa,English,Female
Wj4wJ7Mk5PY,0,0,0.59,59,Taylor Swift - Ready For It? Cover,youtube.com/watch?v=Wj4wJ7Mk5PY,,JoyfulLuisa,English,Female
rP0ys6pwNXo,0,0,0.57,57,Kygo & Selena Gomez - It Ain't Me Cover,youtube.com/watch?v=rP0ys6pwNXo,,JoyfulLuisa,English,Female
wnHxwNnZ1_M,0,0,0.39,39,Calvin Harris - This Is What You Came For ft. Rihanna Acapella Cover,youtube.com/watch?v=wnHxwNnZ1_M,,JoyfulLuisa,English,Female
ne_-C2AijKw,0,0,0.36,36,Anitta & J Balvin - Downtown Cover,youtube.com/watch?v=ne_-C2AijKw,,JoyfulLuisa,Spanish,Female
slLdWPi3Zxc,0,0,1.13,73,Drake - Fake Love Cover,youtube.com/watch?v=slLdWPi3Zxc,,JoyfulLuisa,English,Female
4-TnQ2YYoc0,0,0,0.56,56,Olly Murs - Grow Up Cover,youtube.com/watch?v=4-TnQ2YYoc0,,JoyfulLuisa,English,Female
tW9qC41y6Y0,0,0,0.58,58,The Vamps - I Found A Girl ft. Omi Acapella Cover,youtube.com/watch?v=tW9qC41y6Y0,,JoyfulLuisa,English,Female
r7Z73bQhjN0,0,0,0.45,45,All Night (Beyoncé),youtube.com/watch?v=r7Z73bQhjN0,,JoyfulLuisa,English,Female
VziBMZUJmRU,0,0,1.03,63,Liam Payne & Rita Ora - For You Cover (from Fifty Shades Freed Soundtrack),youtube.com/watch?v=VziBMZUJmRU,,JoyfulLuisa,English,Female
f-WmNeCGGq0,0,0,0.58,58,Julia Michaels - Issues Cover,youtube.com/watch?v=f-WmNeCGGq0,,JoyfulLuisa,English,Female
9joPldMB9c8,0,0,0.54,54,Little Mix - Woman Like Me ft. Nicki Minaj Cover,youtube.com/watch?v=9joPldMB9c8,,JoyfulLuisa,English,Female
3D6g69bdLSs,0,0,1.02,62,DJ Snake - Let Me Love You (feat. Justin Bieber) Cover,youtube.com/watch?v=3D6g69bdLSs,,JoyfulLuisa,English,Female
ph3xKFHRJjw,0,0,1.18,78,"Enrique Iglesias - SUBEME LA RADIO ft. Descemer Bueno, Zion & Lennox Cover",youtube.com/watch?v=ph3xKFHRJjw,,JoyfulLuisa,Spanish,Female
hYQElBUbo8A,0,0,0.33,33,G.R.L. - Are We Good Cover,youtube.com/watch?v=hYQElBUbo8A,,JoyfulLuisa,English,Female
UQc86s4-9fs,0,0,0.43,43,CNCO - Reggaetón Lento Cover,youtube.com/watch?v=UQc86s4-9fs,,JoyfulLuisa,Spanish,Female
zQqgd9sSrOI,0,0,0.57,57,Million Reasons (Lady Gaga),youtube.com/watch?v=zQqgd9sSrOI,,JoyfulLuisa,English,Female
iSsL6CGZu44,0,0,0.53,53,Joanne (Lady Gaga),youtube.com/watch?v=iSsL6CGZu44,,JoyfulLuisa,English,Female
1umnSjEZnYs,0,0,1.09,69,Lea Michele - Anything's Possible Cover,youtube.com/watch?v=1umnSjEZnYs,,JoyfulLuisa,English,Female
OrR9QEk1s0k,0,0,1.07,67,The Kolors - Me Minus You Cover,youtube.com/watch?v=OrR9QEk1s0k,,JoyfulLuisa,English,Female
LIG3TMPz6F0,0,0,1.06,66,Rachel Platten - Fight Song Cover,youtube.com/watch?v=LIG3TMPz6F0,,JoyfulLuisa,English,Female
mKDWZGbSWG8,0,0,0.35,35,Only You (Selena Gomez),youtube.com/watch?v=mKDWZGbSWG8,,JoyfulLuisa,English,Female
g0oNzFjQS8s,0,0,0.55,55,Calvin Harris - My Way Cover,youtube.com/watch?v=g0oNzFjQS8s,,JoyfulLuisa,English,Female
IWPYWAntqa0,0,0,1.05,65,Matt Terry - When Christmas Comes Around Cover,youtube.com/watch?v=IWPYWAntqa0,,JoyfulLuisa,English,Female
NpN6Yw2tVxg,0,0,1.16,76,Little Mix - Nothing Else Matters Cover,youtube.com/watch?v=NpN6Yw2tVxg,,JoyfulLuisa,English,Female
-kJKIzI537s,0,0,1.21,81,"Daddy Lessons (Beyoncé, Dixie Chicks)",youtube.com/watch?v=-kJKIzI537s,,JoyfulLuisa,English,Female
BHVmEZexxAU,0,0,0.34,34,No Tears Left To Cry (Ariana Grande),youtube.com/watch?v=BHVmEZexxAU,,JoyfulLuisa,English,Female
IErfdpOxVyY,0,0,0.43,43,The Chainsmokers - Setting Fires ft. XYLØ Cover,youtube.com/watch?v=IErfdpOxVyY,,JoyfulLuisa,English,Female
45Z6lMmLYnM,0,0,0.43,43,Harry Styles - Ever Since New York Cover,youtube.com/watch?v=45Z6lMmLYnM,,JoyfulLuisa,English,Female
ELURVMNj5IY,0,0,0.23,23,Lover (Taylor Swift),youtube.com/watch?v=ELURVMNj5IY,,JoyfulLuisa,English,Female
ZHIfwjPIjVw,0,0,0.59,59,Ricky Martin - Vente Pa' Ca ft. Wendy Cover,youtube.com/watch?v=ZHIfwjPIjVw,,JoyfulLuisa,English,Female
FKSqY5Z2VGg,0,0,1.02,62,Avril Lavigne - Head Above Water Cover,youtube.com/watch?v=FKSqY5Z2VGg,,JoyfulLuisa,English,Female
FcmuADCPSo0,0,0,0.18,18,"J. Balvin, Jeon, Anitta - Machika Cover",youtube.com/watch?v=FcmuADCPSo0,,JoyfulLuisa,Spanish,Female
AQK94pyCsQQ,0,0,1.01,61,Fifth Harmony - Can You See Cover,youtube.com/watch?v=AQK94pyCsQQ,,JoyfulLuisa,English,Female
KCtTKgHjZuc,0,0,0.57,57,Everglow (Coldplay),youtube.com/watch?v=KCtTKgHjZuc,,JoyfulLuisa,English,Female
mZl76DU7MXo,0,0,1,60,Real Friends (Camila Cabello),youtube.com/watch?v=mZl76DU7MXo,,JoyfulLuisa,English,Female
5LMb7v6OYUA,0,0,0.52,52,Andrea Bocelli - If Only ft. Dua Lipa Cover,youtube.com/watch?v=5LMb7v6OYUA,,JoyfulLuisa,English,Female
5uoNRRICOLc,0,0,0.53,53,Jesse & Joy and J Balvin - Mañana Es Too Late Cover,youtube.com/watch?v=5uoNRRICOLc,,JoyfulLuisa,Spanish,Female
t7thSV5DsOs,0,0,0.49,49,Shawn Mendes - There's Nothing Holdin' Me Back Cover,youtube.com/watch?v=t7thSV5DsOs,,JoyfulLuisa,English,Female
FTvxPPt5WHc,0,0,0.49,49,The Greatest (Sia),youtube.com/watch?v=FTvxPPt5WHc,,JoyfulLuisa,English,Female
lgtujWSXbfM,0,0,0.4,40,Mariah Carey - All I Want For Christmas Is You Carpool Karaoke Cover,youtube.com/watch?v=lgtujWSXbfM,,JoyfulLuisa,English,Female
gFcpsedFIyA,0,0,0.44,44,Louisa Johnson - Best Behaviour Cover,youtube.com/watch?v=gFcpsedFIyA,,JoyfulLuisa,English,Female
YW-TSN5zvqc,0,0,1.08,68,Lady Gaga - A-YO Cover,youtube.com/watch?v=YW-TSN5zvqc,,JoyfulLuisa,English,Female
YJRLa8CaHzk,0,0,1.05,65,Ain't My Fault (Zara Larsson),youtube.com/watch?v=YJRLa8CaHzk,,JoyfulLuisa,English,Female
4Dz8DpVrtes,0,0,0.46,46,"There For You (Martin Garrix, Troye Sivan)",youtube.com/watch?v=4Dz8DpVrtes,,JoyfulLuisa,English,Female
hxXJuVDSnHs,0,0,0.51,51,"Despacito (Luis Fonsi, Daddy Yankee)",youtube.com/watch?v=hxXJuVDSnHs,,JoyfulLuisa,Spanish,Female
BpQx14R07SA,0,0,0.57,57,Midnight Decisions (Sia),youtube.com/watch?v=BpQx14R07SA,,JoyfulLuisa,English,Female
oG8LGnP-RvU,0,0,0.22,22,Riki feat.Reik - Resulta Cover,youtube.com/watch?v=oG8LGnP-RvU,,JoyfulLuisa,Spanish,Female
fQBab7MZDFU,0,0,1.02,62,New Hope Club - Crazy Cover,youtube.com/watch?v=fQBab7MZDFU,,JoyfulLuisa,English,Female
X7pm6wZ9WLE,0,0,1,60,Fifth Harmony - Don't Say You Love Me Cover,youtube.com/watch?v=X7pm6wZ9WLE,,JoyfulLuisa,English,Female
xBiMwfizkUc,0,0,0.55,55,Kesha - Praying Cover,youtube.com/watch?v=xBiMwfizkUc,,JoyfulLuisa,English,Female
_kiIfBKrvKI,0,0,1.02,62,Imagine (Ariana Grande),youtube.com/watch?v=_kiIfBKrvKI,,JoyfulLuisa,English,Female
9AKA1a93zYg,0,0,0.39,39,By Your Side (Jacob Sartorius),youtube.com/watch?v=9AKA1a93zYg,,JoyfulLuisa,English,Female
eZWfpx1jGVM,0,0,0.25,25,"Zedd, Maren Morris, Grey - The Middle Cover",youtube.com/watch?v=eZWfpx1jGVM,,JoyfulLuisa,English,Female
2IfGcHtzv0o,0,0,0.42,42,Meghan Trainor - No Excuses Cover,youtube.com/watch?v=2IfGcHtzv0o,,JoyfulLuisa,English,Female
giHuvHgzVN8,0,0,0.41,41,Sam Hunt - Body Like A Back Road Cover,youtube.com/watch?v=giHuvHgzVN8,,JoyfulLuisa,English,Female
4lSu1_SySGk,0,0,1.04,64,Zara Larsson - So Good ft. Ty Dolla Sign Cover,youtube.com/watch?v=4lSu1_SySGk,,JoyfulLuisa,English,Female
zb2-OA8zpMY,0,0,0.26,26,Backstreet Boys - No Place Cover,youtube.com/watch?v=zb2-OA8zpMY,,JoyfulLuisa,English,Female
aivnD8uBVxE,0,0,1.12,72,Little Mix - F.U. Cover,youtube.com/watch?v=aivnD8uBVxE,,JoyfulLuisa,English,Female
PYC7yAqdjK8,0,0,0.43,43,Hands Of Gold (Ed Sheeran),youtube.com/watch?v=PYC7yAqdjK8,,JoyfulLuisa,English,Female
7uvQmqy2inI,0,0,0.34,34,G-Eazy & Kehlani - Good Life Cover,youtube.com/watch?v=7uvQmqy2inI,,JoyfulLuisa,English,Female
Pq_zL25zzwc,0,0,0.58,58,Me Singing Sabrina Carpenter - That's What I Like (Bruno Mars) Cover,youtube.com/watch?v=Pq_zL25zzwc,,JoyfulLuisa,English,Female
8UrlwaPDQ9c,0,0,1.01,61,Kesha - This Is Me Cover from The Greatest Showman Soundtrack,youtube.com/watch?v=8UrlwaPDQ9c,,JoyfulLuisa,English,Female
glcEY_ceteU,0,0,0.45,45,TINI - Great Escape Cover,youtube.com/watch?v=glcEY_ceteU,,JoyfulLuisa,English,Female
AKSEUtZZIqk,0,0,0.46,46,"Pentatonix - Where Are You, Christmas? Cover",youtube.com/watch?v=AKSEUtZZIqk,,JoyfulLuisa,English,Female
tfnRSrHOVkc,0,0,0.48,48,ZAYN - There You Are Cover,youtube.com/watch?v=tfnRSrHOVkc,,JoyfulLuisa,English,Female
Vq7Qngjx580,0,0,0.5,50,"Ariana Grande - thank u, next Cover",youtube.com/watch?v=Vq7Qngjx580,,JoyfulLuisa,English,Female
rcOcTOxuDZY,0,0,1.04,64,Clean Bandit - Rockabye ft. Sean Paul & Anne-Marie Cover,youtube.com/watch?v=rcOcTOxuDZY,,JoyfulLuisa,English,Female
mMEJKykFHjI,0,0,1.04,64,"Alan Walker & Ava Max - Alone, Pt. II Cover",youtube.com/watch?v=mMEJKykFHjI,,JoyfulLuisa,English,Female
qXZJOLSS1L8,0,0,0.52,52,"Silk City, Dua Lipa - Electricity ft. Diplo, Mark Ronson Cover",youtube.com/watch?v=qXZJOLSS1L8,,JoyfulLuisa,English,Female
a-NB6upO2HQ,0,0,1.06,66,Halsey - Now Or Never Cover,youtube.com/watch?v=a-NB6upO2HQ,,JoyfulLuisa,English,Female
M-9ipDFWpLk,0,0,1.04,64,"Selena Gomez, Marshmello - Wolves Cover",youtube.com/watch?v=M-9ipDFWpLk,,JoyfulLuisa,English,Female
UQq6T0d8UUY,0,0,0.54,54,Kesha - Learn To Let Go Cover,youtube.com/watch?v=UQq6T0d8UUY,,JoyfulLuisa,English,Female
IeXOvX5na68,0,0,1.03,63,"Prince Royce, Shakira - Deja vu Cover",youtube.com/watch?v=IeXOvX5na68,,JoyfulLuisa,English,Female
z5y_sMzFZjk,0,0,0.57,57,Ariana Grande - Everyday Ft. Future Cover,youtube.com/watch?v=z5y_sMzFZjk,,JoyfulLuisa,English,Female
NXPNOabZNHE,0,0,0.21,21,Anitta - Paradinha Cover,youtube.com/watch?v=NXPNOabZNHE,,JoyfulLuisa,Portuguese,Female
TXo5XKKUcfg,0,0,1.07,67,Sia - Broken Glass Cover,youtube.com/watch?v=TXo5XKKUcfg,,JoyfulLuisa,English,Female
DFwEDMRENuw,0,0,0.2,20,CG5 - Absolutely Anything ft. OR3O Cover,youtube.com/watch?v=DFwEDMRENuw,,JoyfulLuisa,English,Female
aStsb3-NS1A,0,0,0.4,40,Harry Styles - Two Ghosts Cover,youtube.com/watch?v=aStsb3-NS1A,,JoyfulLuisa,English,Female
fzT_4UDv5IM,0,0,0.47,47,Mercy (Shawn Mendes),youtube.com/watch?v=fzT_4UDv5IM,,JoyfulLuisa,English,Female
ytTW1rFIqQU,0,0,1.06,66,Me Enamoré (Shakira),youtube.com/watch?v=ytTW1rFIqQU,,JoyfulLuisa,Spanish,Female
WD98-DwOsXo,0,0,0.57,57,August Alsina Ft. Zayn Malik - Don't Matter Cover,youtube.com/watch?v=WD98-DwOsXo,,JoyfulLuisa,English,Female
8tSXU10f-2k,0,0,0.53,53,Lady Gaga -Angel Down Cover,youtube.com/watch?v=8tSXU10f-2k,,JoyfulLuisa,English,Female
S7mJGtQzxWA,0,0,0.44,44,The Vamps - Cheater Acapella Cover,youtube.com/watch?v=S7mJGtQzxWA,,JoyfulLuisa,English,Female
D7cQQLey9-8,0,0,1.09,69,Little Mix - Touch Cover,youtube.com/watch?v=D7cQQLey9-8,,JoyfulLuisa,English,Female
1iCNgoSRe4w,0,0,0.37,37,Years & Years - All For You Cover,youtube.com/watch?v=1iCNgoSRe4w,,JoyfulLuisa,English,Female
XQAdXOPfNJs,0,0,0.15,15,2 Chainz - Rule The World ft. Ariana Grande Cover,youtube.com/watch?v=XQAdXOPfNJs,,JoyfulLuisa,English,Female
_SKvnnJalns,0,0,0.47,47,The Vamps - Just My Type Cover,youtube.com/watch?v=_SKvnnJalns,,JoyfulLuisa,English,Female
IltOWiFW1N4,0,0,0.38,38,Years & Years - If You're Over Me Cover,youtube.com/watch?v=IltOWiFW1N4,,JoyfulLuisa,English,Female
-PlvjIm09LI,0,0,0.28,28,ZAYN - Let Me Cover,youtube.com/watch?v=-PlvjIm09LI,,JoyfulLuisa,English,Female
8lskQelB0yk,0,0,0.21,21,The Weeknd - Try Me Cover,youtube.com/watch?v=8lskQelB0yk,,JoyfulLuisa,English,Female
TK5zBCXalcs,0,0,0.51,51,TINI - Got Me Started Cover,youtube.com/watch?v=TK5zBCXalcs,,JoyfulLuisa,English,Female
NuF9v-TCxYU,0,0,0.4,40,Why Don't We - BIG PLANS Cover,youtube.com/watch?v=NuF9v-TCxYU,,JoyfulLuisa,English,Female
dXwhJwHH9gk,0,0,0.45,45,Fifth Harmony ft. Meghan Trainor - Brave Honest Beautiful Cover,youtube.com/watch?v=dXwhJwHH9gk,,JoyfulLuisa,English,Female
63jQPVcmLyc,0,0,0.27,27,Poo Bear feat. Anitta - Will I See You Cover,youtube.com/watch?v=63jQPVcmLyc,,JoyfulLuisa,English,Female
yJ9Kh9zrNJQ,0,0,1.23,83,Grace VanderWaal - I Don't Know My Name - I Don't Know My Name Cover,youtube.com/watch?v=yJ9Kh9zrNJQ,,JoyfulLuisa,English,Female
yfo1lpBq6_w,0,0,0.18,18,Lali - Caliente ft. Pabllo Vittar Cover,youtube.com/watch?v=yfo1lpBq6_w,,JoyfulLuisa,Spanish,Female
gxf3i2lo3kk,0,0,0.28,28,Why Don't We & Macklemore - I Don't Belong In This Club Cover,youtube.com/watch?v=gxf3i2lo3kk,,JoyfulLuisa,English,Female
1WCKYCCGseI,0,0,0.29,29,Bazzi - Mine Cover,youtube.com/watch?v=1WCKYCCGseI,,JoyfulLuisa,English,Female
Vx5vY2Wpe-s,0,0,0.4,40,Taylor Swift - ME! Feat. Brendon Urie of Panic! At The Disco Cover,youtube.com/watch?v=Vx5vY2Wpe-s,,JoyfulLuisa,English,Female
9hdt3do-DfQ,0,0,0.32,32,The Weeknd - All I Know ft. Future Cover,youtube.com/watch?v=9hdt3do-DfQ,,JoyfulLuisa,English,Female
SznMAnXKaLE,0,0,0.41,41,Khalid - Better Cover,youtube.com/watch?v=SznMAnXKaLE,,JoyfulLuisa,English,Female
VcO0twnHPg8,0,0,0.39,39,Harry Styles - Carolina Cover,youtube.com/watch?v=VcO0twnHPg8,,JoyfulLuisa,English,Female
c6qAwPwVUbo,0,0,1.13,73,Justin Timberlake - Say Something ft. Chris Stapleton Cover,youtube.com/watch?v=c6qAwPwVUbo,,JoyfulLuisa,English,Female
yEAmMoWZVrA,0,0,0.25,25,iKON - I'M OK Cover,youtube.com/watch?v=yEAmMoWZVrA,,JoyfulLuisa,English,Female
75bSzhp1Inw,0,0,0.5,50,5 Seconds of Summer - Vapor Acapella Cover,youtube.com/watch?v=75bSzhp1Inw,,JoyfulLuisa,English,Female
P7IdHTJKnK8,0,0,0.34,34,MNEK - Colour ft. Hailee Steinfeld Cover,youtube.com/watch?v=P7IdHTJKnK8,,JoyfulLuisa,English,Female
hdO68TopEcw,0,0,0.46,46,"K/DA - POP/STARS (ft Madison Beer, (G)I-DLE, Jaira Burns) Cover",youtube.com/watch?v=hdO68TopEcw,,JoyfulLuisa,English,Female
Jj7Ty5R2Tzw,0,0,0.22,22,CNCO - Pretend Cover,youtube.com/watch?v=Jj7Ty5R2Tzw,,JoyfulLuisa,English,Female
SZHLHbWILB8,0,0,0.37,37,Want To (Dua Lipa),youtube.com/watch?v=SZHLHbWILB8,,JoyfulLuisa,English,Female
Y0TvxSgWQvw,0,0,0.52,52,Santa Tell Me (Ariana Grande),youtube.com/watch?v=Y0TvxSgWQvw,,JoyfulLuisa,English,Female
KQZWwyxJxTM,0,0,0.5,50,"Dj Khaled - I believe ft. Demi Lovato Cover (From Disney's ""A Wrinkle in Time"")",youtube.com/watch?v=KQZWwyxJxTM,,JoyfulLuisa,English,Female
ZOxeqtTDNb4,0,0,1.05,65,Troye Sivan - Bloom Cover,youtube.com/watch?v=ZOxeqtTDNb4,,JoyfulLuisa,English,Female
igpxJ24FXQw,0,0,0.49,49,Dalton Harris - The Power of Love ft. James Arthur Cover,youtube.com/watch?v=igpxJ24FXQw,,JoyfulLuisa,English,Female
qyWfpfsSHXQ,0,0,1.09,69,Angels By The Wings (Sia),youtube.com/watch?v=qyWfpfsSHXQ,,JoyfulLuisa,English,Female
xvEzWWaLAaA,0,0,0.57,57,Ben Haenow - Second Hand Heart ft. Kelly Clarkson Acapella Cover,youtube.com/watch?v=xvEzWWaLAaA,,JoyfulLuisa,English,Female
AHjeZThdN3A,0,0,0.41,41,Sofia Reyes - R.I.P. feat. Rita Ora & Anitta Cover,youtube.com/watch?v=AHjeZThdN3A,,JoyfulLuisa,English,Female
vzkPQfUZQto,0,0,0.46,46,Little Mix - Down & Dirty Cover,youtube.com/watch?v=vzkPQfUZQto,,JoyfulLuisa,English,Female
6-dQkSsA2S4,0,0,0.27,27,"BØRNS, Lana Del Rey - God Save Our Young Blood Cover",youtube.com/watch?v=6-dQkSsA2S4,,JoyfulLuisa,English,Female
JWfxaxqyGCs,0,0,0.44,44,Gorillaz - The Apprentice Cover,youtube.com/watch?v=JWfxaxqyGCs,,JoyfulLuisa,English,Female
ZUrej9NdnzQ,0,0,0.18,18,"Jonas Blue, Liam Payne, Lennon Stella - Polaroid Cover",youtube.com/watch?v=ZUrej9NdnzQ,,JoyfulLuisa,English,Female
cutDi-BIZb8,0,0,0.33,33,Lady Gaga - Perfect Illusion Cover,youtube.com/watch?v=cutDi-BIZb8,,JoyfulLuisa,English,Female
HqkQcW-ycgE,0,0,1.2,80,Confetti (Sia),youtube.com/watch?v=HqkQcW-ycgE,,JoyfulLuisa,English,Female
IcQA4O-gsoQ,0,0,0.32,32,CNCO - Bonita Cover,youtube.com/watch?v=IcQA4O-gsoQ,,JoyfulLuisa,Spanish,Female
D3jclAizORs,0,0,0.44,44,Camila Cabello - Crying In The Club Cover,youtube.com/watch?v=D3jclAizORs,,JoyfulLuisa,English,Female
lh6DVvDnrz0,0,0,1.31,91,Benji & Fede - New York Acapella Cover,youtube.com/watch?v=lh6DVvDnrz0,,JoyfulLuisa,Italian,Female
A__cyCnN-FQ,0,0,0.2,20,SHAUN - Way Back Home ft. Conor Maynard Cover,youtube.com/watch?v=A__cyCnN-FQ,,JoyfulLuisa,English,Female
qCITJJYsKEY,0,0,1.04,64,"The Weeknd, Kendrick Lamar - Pray For Me Cover",youtube.com/watch?v=qCITJJYsKEY,,JoyfulLuisa,English,Female
m5RWFO4dlrs,0,0,0.39,39,JENNIE - SOLO Cover,youtube.com/watch?v=m5RWFO4dlrs,,JoyfulLuisa,English,Female
hkrcKnrddEE,0,0,1.02,62,The Vamps - Personal Cover,youtube.com/watch?v=hkrcKnrddEE,,JoyfulLuisa,English,Female
zfRbZWbx5nI,0,0,0.48,48,Cashmere Cat - Quit ft. Ariana Grande Cover,youtube.com/watch?v=zfRbZWbx5nI,,JoyfulLuisa,English,Female
l20d7Vtp3hY,0,0,0.28,28,Cardi B - Be Careful Cover,youtube.com/watch?v=l20d7Vtp3hY,,JoyfulLuisa,English,Female
gcehBdXKWM0,0,0,0.56,56,Little Mix - The Cure Cover,youtube.com/watch?v=gcehBdXKWM0,,JoyfulLuisa,English,Female
6JHlVGVYJvA,0,0,0.44,44,Noah Cyrus - Almost Famous Cover,youtube.com/watch?v=6JHlVGVYJvA,,JoyfulLuisa,English,Female
dlVw5ejuwtE,0,0,0.49,49,Zara Larsson - I Would Like Cover,youtube.com/watch?v=dlVw5ejuwtE,,JoyfulLuisa,English,Female
rAaBYMdI3Oc,0,0,0.57,57,Spirit (Beyoncé),youtube.com/watch?v=rAaBYMdI3Oc,,JoyfulLuisa,English,Female
1uMkfW38t-I,0,0,3.13,193,One Direction - Story Of My Life Cover A Capella,youtube.com/watch?v=1uMkfW38t-I,,JoyfulLuisa,English,Female
CsN7K-3KP3U,0,0,0.35,35,The 1975 - TOOTIMETOOTIMETOOTIME Cover,youtube.com/watch?v=CsN7K-3KP3U,,JoyfulLuisa,English,Female
PgvbADf-cG8,0,0,0.51,51,Liam Payne - Bedroom Floor Cover,youtube.com/watch?v=PgvbADf-cG8,,JoyfulLuisa,English,Female
G1sVkazvcQU,0,0,1.07,67,Christina Aguilera - Fall In Line ft. Demi Lovato Cover,youtube.com/watch?v=G1sVkazvcQU,,JoyfulLuisa,English,Female
Z_DygRIk4-c,0,0,0.56,56,The Chainsmokers - You Owe Me Cover,youtube.com/watch?v=Z_DygRIk4-c,,JoyfulLuisa,English,Female
qmJlXTFikLc,0,0,0.55,55,Dua Lipa - New Rules Cover,youtube.com/watch?v=qmJlXTFikLc,,JoyfulLuisa,English,Female
RpTIQTeES0w,0,0,0.24,24,"Nicki Minaj, Anuel AA, Bantu - Familia Cover",youtube.com/watch?v=RpTIQTeES0w,,JoyfulLuisa,English,Female
8Mgd8VGPL9A,0,0,1.15,75,Shari - Don't You Run Cover,youtube.com/watch?v=8Mgd8VGPL9A,,JoyfulLuisa,English,Female
aHCUJ-ui7wQ,0,0,0.42,42,Billie Eilish - WHEN I WAS OLDER Cover,youtube.com/watch?v=aHCUJ-ui7wQ,,JoyfulLuisa,English,Female
QbjQI8FfKI8,0,0,0.29,29,Taylor Swift - The Archer Cover,youtube.com/watch?v=QbjQI8FfKI8,,JoyfulLuisa,English,Female
r1etn5ZupJI,0,0,1.1,70,Noah Cyrus - Stay Together Cover,youtube.com/watch?v=r1etn5ZupJI,,JoyfulLuisa,English,Female
UAKni4WzfFE,0,0,0.48,48,Jessie J - Not My Ex Cover,youtube.com/watch?v=UAKni4WzfFE,,JoyfulLuisa,English,Female
80aPZ1cztzo,0,0,0.37,37,5 Seconds Of Summer - Easier Cover,youtube.com/watch?v=80aPZ1cztzo,,JoyfulLuisa,English,Female
IO2gPbcjSEU,0,0,0.55,55,ZAYN - Rainberry Cover,youtube.com/watch?v=IO2gPbcjSEU,,JoyfulLuisa,English,Female
XVqD0Ynu8kY,0,0,0.28,28,Ariana Grande - God is a woman Cover,youtube.com/watch?v=XVqD0Ynu8kY,,JoyfulLuisa,English,Female
BvmvfFbrY-o,0,0,1,60,Aitana - Vas A Quedarte Cover,youtube.com/watch?v=BvmvfFbrY-o,,JoyfulLuisa,Spanish,Female
VMN7rPVg8bE,0,0,1.27,87,Maggie Lindemann - Pretty Girl Cover,youtube.com/watch?v=VMN7rPVg8bE,,JoyfulLuisa,English,Female
VA_kmutyXv8,0,0,0.3,30,Ant Saunders – Yellow Hearts Cover,youtube.com/watch?v=VA_kmutyXv8,,JoyfulLuisa,English,Female
a7l2qCSm6AM,0,0,0.4,40,Liam Payne - Stack It Up feat. A Boogie Wit Da Hoodie Cover,youtube.com/watch?v=a7l2qCSm6AM,,JoyfulLuisa,English,Female
hnErFk49sEY,0,0,0.43,43,"Rita Ora - Girls ft. Cardi B, Bebe Rexha & Charli XCX Cover",youtube.com/watch?v=hnErFk49sEY,,JoyfulLuisa,English,Female
6boxC8ezRdQ,0,0,0.27,27,Nicki Minaj - Bed feat. Ariana Grande Cover,youtube.com/watch?v=6boxC8ezRdQ,,JoyfulLuisa,English,Female
7hUZduQqWwg,0,0,0.35,35,Anitta - Medicina Cover,youtube.com/watch?v=7hUZduQqWwg,,JoyfulLuisa,Spanish,Female
ydqY4aUaZ5g,0,0,0.55,55,Lady Gaga - Grigio Girls Cover,youtube.com/watch?v=ydqY4aUaZ5g,,JoyfulLuisa,English,Female
